PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
378,1,2,"Caldwell, Master. Alden Gates",male,23.23,1,0,370370,12.1552,B28,S
151,1,3,"Celotti, Mr. Francesco",male,24.05,1,0,695,12.3259,E34,S
471,1,3,"Greenberg, Mr. Samuel",male,18.45,0,0,244361,14.5856,,Q
309,0,3,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",male,50.85,0,2,W./C. 6608,8.822,,S
187,0,1,"Harrison, Mr. William",male,,0,0,237736,79.9508,C148,S
785,0,3,"Nysveen, Mr. Johan Hansen",female,,0,0,243847,81.96,,S
303,0,3,"Lahoud, Mr. Sarkis",male,64.09,0,0,345774,76.8801,,S
154,0,3,"Daly, Mr. Peter Denis ",male,22.64,0,0,226593,26.92,B101,S
751,1,3,"Meyer, Mr. Edgar Joseph",female,32.66,0,0,349909,10.2657,,C
741,1,2,"Meanwell, Miss. (Marion Ogden)",male,19.8,0,0,349237,12.4066,B102,S
806,1,2,"Pears, Mrs. Thomas (Edith Wearne)",female,31.44,0,0,248738,111.662,,S
786,0,1,"Boulos, Mrs. Joseph (Sultana)",female,15.99,0,4,4133,58.6953,G6,S
704,0,2,"O'Driscoll, Miss. Bridget",male,31.54,0,0,7267,19.9024,,Q
891,0,3,"Ekstrom, Mr. Johan",male,31.46,3,1,CA 2144,47.0307,,Q
752,1,3,"Mangan, Miss. Mary",male,76.2,5,0,350036,30.7765,,C
351,0,1,"Petroff, Mr. Nedelio",female,49.24,0,0,26707,14.1175,,C
825,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,11.78,0,1,330931,289.1915,E34,
773,0,3,"White, Mr. Percival Wayland",male,26.18,1,0,367230,16.4467,,S
66,1,1,"Betros, Mr. Tannous",female,55.53,1,1,370365,38.609,B28,S
299,1,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,8471,8.1423,,S
891,0,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,30.91,1,0,112053,24.7841,,S
283,0,1,"Peter, Mrs. Catherine (Catherine Rizk)",female,42.4,0,0,368703,142.451,,S
891,0,3,"Hassan, Mr. Houssein G N",male,,1,0,110413,16.886,,S
473,1,1,"Jonkoff, Mr. Lalio",female,,0,0,3101278,8.8334,E38,Q
869,1,2,"Badt, Mr. Mohamed",female,31.02,1,0,PC 17558,148.9301,E58,S
745,0,2,"Nicholls, Mr. Joseph Charles",female,73.16,0,0,347468,7.359,,S
309,0,3,"Ford, Mr. William Neal",male,32.63,0,0,110152,5.7083,,S
475,1,3,"Nasser, Mrs. Nicholas (Adele Achem)",female,,1,0,349245,235.5911,D47,C
840,0,3,"LeRoy, Miss. Bertha",female,26.28,1,0,PC 17756,46.9463,B77,Q
891,1,3,"Slocovski, Mr. Selman Francis",male,59.97,0,2,17464,105.1845,D28,Q
758,0,2,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,,0,0,350035,92.5989,,S
814,0,3,"Graham, Miss. Margaret Edith",male,28.02,0,0,113781,200.4388,,S
888,0,3,"Kirkland, Rev. Charles Leonard",female,61.18,0,0,PC 17757,27.4677,,S
808,0,1,"Murdlin, Mr. Joseph",female,48.84,0,2,1601,18.5236,,S
789,1,3,"Holm, Mr. John Fredrik Alexander",male,,0,0,349237,190.6491,,S
147,1,3,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,54.43,1,0,9234,28.0801,C78,Q
755,0,1,"Parrish, Mrs. (Lutie Davis)",female,50.4,0,0,367655,43.1095,,S
785,0,3,"Fortune, Mr. Mark",female,39.98,0,0,345780,88.9759,,S
891,0,1,"Turja, Miss. Anna Sofia",female,,1,0,19996,226.4282,C50,S
855,0,3,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",male,,3,0,19928,13.4876,,C
891,0,3,"Rice, Master. George Hugh",female,30.72,4,0,330931,13.4055,,Q
848,0,3,"Waelens, Mr. Achille",female,54.92,0,0,365226,88.718,,S
751,0,2,"Johannesen-Bratthammer, Mr. Bernt",female,31.15,0,2,315082,69.1487,,S
255,1,3,"Spencer, Mrs. William Augustus (Marie Eugenie)",male,69.23,1,0,113806,244.7868,,Q
259,0,1,"Richards, Master. William Rowe",female,32.45,1,0,C.A. 34651,4.5766,D11,C
208,1,2,"Kent, Mr. Edward Austin",female,,0,0,347074,86.2516,A5,Q
706,0,2,"Dodge, Master. Washington",female,,0,0,695,54.1819,C124,
824,0,3,"Kink, Mr. Vincenz",female,25.65,0,0,29750,15.2114,,S
854,0,2,"Aubart, Mme. Leontine Pauline",female,17.55,1,0,1601,11.4639,,S
891,1,3,"Mullens, Miss. Katherine ""Katie""",male,30.71,0,0,347063,7.3885,,S
518,0,3,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,31.78,0,0,8471,36.2623,D33,S
319,0,3,"Seward, Mr. Frederic Kimber",female,27.5,1,0,28403,90.2161,,S
228,1,3,"Kirkland, Rev. Charles Leonard",female,30.31,0,0,113798,10.5948,,S
816,1,2,"Harper, Mr. Henry Sleeper",female,31.7,1,0,PC 17318,11.807,,S
649,1,3,"Andersson, Miss. Erna Alexandra",female,80.0,1,0,110152,67.1109,,C
319,1,2,"Greenfield, Mr. William Bertram",male,,0,0,230080,79.9378,,S
529,1,3,"Murphy, Miss. Margaret Jane",female,30.83,0,0,PC 17601,62.2739,,Q
798,0,3,"Goodwin, Master. Sidney Leonard",female,7.46,0,0,S.C./PARIS 2079,109.662,B82 B84,S
891,1,3,"Foreman, Mr. Benjamin Laventall",female,17.11,0,0,29106,77.7292,,S
684,0,3,"Mellors, Mr. William John",male,30.74,0,0,1601,20.7577,,Q
639,1,3,"Scanlan, Mr. James",male,28.85,1,0,28403,53.3937,,C
564,0,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",male,56.73,1,0,STON/O 2. 3101286,178.3775,C125,C
222,0,2,"Toomey, Miss. Ellen",female,,0,0,211536,73.4279,,S
298,0,3,"Sjostedt, Mr. Ernst Adolf",male,77.96,0,0,CA 2144,119.1888,,S
875,0,1,"Natsch, Mr. Charles H",female,32.5,0,0,A/5 3540,11.2049,,S
804,0,2,"Harris, Mr. Walter",female,62.28,0,2,349224,126.8145,B57 B59 B63 B66,S
879,0,1,"Sadlier, Mr. Matthew",female,,0,0,349212,10.4259,,S
891,0,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,32.56,0,0,21440,82.3969,,Q
297,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.21,0,0,384461,30.0636,C78,Q
795,1,2,"Porter, Mr. Walter Chamberlain",male,26.66,0,0,349253,112.8037,,C
891,1,3,"Rice, Master. George Hugh",male,31.46,0,0,349201,13.8912,,C
891,0,3,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,24.12,0,2,365222,29.559,,S
217,0,3,"Goodwin, Miss. Lillian Amy",male,78.45,1,0,2653,13.1766,,Q
864,0,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,56.39,1,0,2662,18.7852,,C
244,0,3,"Lam, Mr. Ali",female,27.96,3,0,349215,17.2017,,S
284,1,2,"Rood, Mr. Hugh Roscoe",male,25.45,1,0,C.A. 17248,78.8185,,S
891,1,3,"Bonnell, Miss. Elizabeth",male,22.87,0,0,CA. 2343,16.6461,,C
856,0,1,"McGough, Mr. James Robert",male,31.52,4,0,28425,9.9846,,S
891,0,2,"Mallet, Mr. Albert",female,24.17,0,0,350029,23.2487,,S
339,1,3,"Waelens, Mr. Achille",male,25.89,0,0,19943,19.6173,,S
414,0,2,"Shorney, Mr. Charles Joseph",female,29.23,0,1,349912,31.1765,,S
301,1,1,"Smith, Mr. Richard William",male,,0,0,330980,101.6781,,S
816,1,3,"Long, Mr. Milton Clyde",male,31.08,1,0,C.A. 6212,72.5446,,S
159,0,3,"Calic, Mr. Petar",female,30.04,0,1,S.C./PARIS 2079,10.5742,G6,S
700,0,3,"Foreman, Mr. Benjamin Laventall",male,30.14,1,0,19877,10.6123,,S
331,0,3,"Chibnall, Mrs. (Edith Martha Bowerman)",female,27.48,0,0,218629,34.7142,,S
179,0,3,"McGovern, Miss. Mary",male,55.78,0,0,26360,9.5942,F2,C
489,0,2,"Peduzzi, Mr. Joseph",male,,1,0,11753,15.4509,,S
812,0,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",male,,0,2,1601,31.7706,,S
891,0,3,"Icard, Miss. Amelie",female,73.82,1,0,27042,41.5349,,S
829,1,2,"Navratil, Master. Edmond Roger",male,73.95,5,0,2641,72.894,,S
891,0,3,"Najib, Miss. Adele Kiamie ""Jane""",female,44.72,0,0,PC 17572,10.7403,,S
854,1,2,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",male,23.18,1,0,C.A. 2673,37.5185,,S
603,1,3,"Marechal, Mr. Pierre",male,29.33,0,0,350404,13.7159,,S
770,1,1,"Christmann, Mr. Emil",female,,0,0,4133,172.0532,,S
891,0,3,"Ekstrom, Mr. Johan",male,,0,0,2678,250.539,,S
891,1,2,"Simmons, Mr. John",male,42.21,0,0,110413,22.6756,,Q
867,0,3,"Icard, Miss. Amelie",male,63.52,0,0,7598,84.2495,C125,C
737,1,3,"Barkworth, Mr. Algernon Henry Wilson",female,27.83,1,0,345781,3.7911,,S
636,0,3,"Harper, Mr. Henry Sleeper",male,31.67,1,0,695,161.2283,B78,Q
244,1,1,"Skoog, Miss. Mabel",female,27.99,0,0,349221,10.5787,F G73,C
807,0,1,"Somerton, Mr. Francis William",male,39.14,0,2,347064,11.794,,S
377,0,3,"Sjoblom, Miss. Anna Sofia",female,,0,0,367655,11.5065,,S
197,0,3,"Hold, Mr. Stephen",female,33.09,0,0,11767,4.0968,,C
753,0,1,"Widener, Mr. Harry Elkins",male,26.35,0,2,350406,88.3571,B79,S
891,0,3,"Christy, Miss. Julie Rachel",female,21.09,0,0,2671,71.9905,,S
757,0,3,"Vande Velde, Mr. Johannes Joseph",female,28.73,4,0,382652,20.3397,D19,S
274,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,73.46,1,0,110413,16.987,,C
877,1,3,"Larsson, Mr. Bengt Edvin",male,,0,0,SOTON/OQ 392090,12.9111,,S
158,0,3,"Alexander, Mr. William",male,32.49,3,0,113798,45.1791,,S
785,0,3,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,36.85,1,0,19952,11.6579,F E69,Q
233,0,1,"Smith, Mr. Thomas",male,29.73,0,0,SOTON/O.Q. 3101307,70.6245,,S
891,0,2,"Johnston, Miss. Catherine Helen ""Carrie""",female,65.19,0,2,347468,7.8361,,S
670,1,3,"Connors, Mr. Patrick",female,,1,0,SC/AH Basle 541,16.6844,,S
858,1,3,"Lennon, Mr. Denis",male,27.75,0,0,13502,9.5154,,S
427,0,2,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,60.11,4,0,110465,21.5758,,Q
289,0,3,"Sirota, Mr. Maurice",male,31.57,0,0,110152,10.9537,,S
215,0,3,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",male,41.51,4,0,350407,33.7078,,S
411,0,2,"Compton, Miss. Sara Rebecca",male,31.04,1,0,113043,21.1341,,S
503,0,3,"Gaskell, Mr. Alfred",female,28.79,1,1,112277,260.2532,E121,Q
191,1,3,"Richard, Mr. Emile",female,53.14,0,0,349244,11.0332,,C
676,1,3,"Carrau, Mr. Francisco M",female,24.6,1,0,349244,24.8473,,C
823,1,1,"Bostandyeff, Mr. Guentcho",male,64.9,0,0,3460,88.6372,C65,S
115,1,1,"Todoroff, Mr. Lalio",female,27.44,0,0,16966,100.1113,,S
804,1,3,"Shorney, Mr. Charles Joseph",female,32.06,1,0,113028,244.619,,C
606,0,2,"del Carlo, Mr. Sebastiano",female,37.88,0,0,113803,66.571,,C
141,0,1,"Jardin, Mr. Jose Neto",female,12.9,0,4,16966,103.5153,C90,
528,0,3,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",male,30.91,4,0,F.C.C. 13529,79.6036,,C
657,1,2,"Herman, Miss. Alice",female,25.35,0,0,SC/PARIS 2131,35.3184,,S
630,0,2,"Perreault, Miss. Anne",female,,1,0,315088,12.6416,,S
789,0,3,"Serepeca, Miss. Augusta",female,27.54,1,0,PC 17755,42.7194,,C
891,1,3,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",male,31.13,4,0,113572,10.1739,E38,C
865,0,3,"Silvey, Mrs. William Baird (Alice Munger)",male,,0,0,CA 2144,57.2196,,S
748,0,2,"Ilmakangas, Miss. Pieta Sofia",male,,0,0,PP 4348,9.7846,,S
777,1,3,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,30.66,4,0,113806,64.7756,,C
198,0,3,"McCarthy, Mr. Timothy J",female,73.75,1,0,F.C.C. 13528,9.0761,,C
891,0,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,70.52,0,2,PC 17485,195.4966,,S
677,0,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,21.01,1,0,315090,74.0479,C106,Q
891,0,1,"Lennon, Mr. Denis",female,,0,0,248738,38.4493,,Q
628,1,3,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,18.05,0,0,111361,8.0149,,S
204,0,1,"Van der hoef, Mr. Wyckoff",female,31.56,0,0,SOTON/OQ 392086,9.9026,C86,S
825,1,3,"Minahan, Dr. William Edward",male,28.41,1,0,363291,83.7077,,C
891,1,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,47.92,4,1,370370,6.8368,,C
737,1,3,"Gavey, Mr. Lawrence",female,32.19,0,0,54636,138.1819,D26,C
664,0,3,"Cunningham, Mr. Alfred Fleming",male,42.18,1,0,230136,69.5759,,S
283,1,3,"Kirkland, Rev. Charles Leonard",male,31.52,0,0,250644,67.6812,,C
853,1,3,"Skoog, Miss. Mabel",female,,0,0,A./5. 3235,17.3125,C78,S
538,1,3,"Sage, Mr. George John Jr",male,23.82,0,2,A/5 21172,180.5163,E49,C
793,0,3,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",male,28.37,0,0,A/4. 39886,5.1114,C128,S
65,1,3,"Webber, Mr. James",female,25.81,1,0,347085,124.4174,,C
790,0,1,"Tobin, Mr. Roger",female,5.95,0,0,347743,90.9977,D36,S
735,0,3,"Mockler, Miss. Helen Mary ""Ellie""",male,76.71,0,0,19950,67.8974,,S
835,0,3,"Lurette, Miss. Elise",female,26.34,0,2,PC 17485,86.9504,,S
769,1,2,"Hegarty, Miss. Hanora ""Nora""",female,44.73,6,5,17466,70.3778,F E69,C
658,1,3,"Mallet, Master. Andre",female,27.99,1,0,2694,52.9813,C47,C
179,0,2,"Chip, Mr. Chang",male,,3,2,2650,23.3823,B38,C
813,0,3,"Gustafsson, Mr. Johan Birger",female,52.27,1,0,363592,17.0298,B41,C
649,0,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,63.63,0,0,S.W./PP 752,13.9834,B28,S
836,1,2,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",male,47.05,0,2,347082,8.2738,,S
345,0,3,"Ryerson, Miss. Emily Borie",female,27.08,0,0,343276,42.7699,,S
656,1,1,"Laroche, Miss. Simonne Marie Anne Andree",male,68.05,4,3,17764,88.7227,,C
353,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",male,27.92,1,0,315086,74.265,,S
744,1,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",male,46.66,0,0,345765,4.6228,,Q
157,0,3,"Asplund, Miss. Lillian Gertrud",female,,2,0,PC 17474,67.0825,,C
237,1,3,"Mionoff, Mr. Stoytcho",male,33.59,0,2,345773,69.518,,C
806,0,3,"Hippach, Miss. Jean Gertrude",female,25.92,0,0,13502,14.9695,,S
838,1,1,"O'Connor, Mr. Maurice",male,23.13,0,0,F.C.C. 13528,16.5566,,S
891,1,3,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",male,32.97,0,2,111361,77.8555,C87,C
134,1,1,"Hendekovic, Mr. Ignjac",male,,1,4,SOTON/OQ 392086,85.8919,C85,S
732,0,3,"Panula, Master. Eino Viljami",female,31.42,0,0,113781,68.7975,,S
759,1,2,"Doling, Miss. Elsie",male,25.2,0,1,350042,23.7827,D50,S
243,0,1,"Ekstrom, Mr. Johan",female,32.28,1,0,7534,14.539,B58 B60,C
643,1,2,"Morley, Mr. William",female,24.76,1,0,19950,186.7888,C49,S
479,1,2,"Moran, Miss. Bertha",female,30.67,0,0,SOTON/O2 3101287,159.3235,,C
137,0,1,"Hassan, Mr. Houssein G N",female,29.0,1,0,17465,64.8509,C91,Q
841,0,3,"Karlsson, Mr. Nils August",female,20.71,1,2,113789,30.1839,,S
891,1,3,"Skoog, Master. Harald",male,28.82,0,0,S.P. 3464,17.7182,,S
609,1,3,"Yousif, Mr. Wazli",male,,0,0,376564,23.6246,,Q
360,1,2,"Olsen, Mr. Ole Martin",male,,0,1,376564,92.6261,,S
736,1,3,"Sadlier, Mr. Matthew",male,49.95,0,0,A/4 45380,74.8071,,S
891,1,2,"Daly, Mr. Peter Denis ",female,29.51,1,0,PC 17757,6.6991,,C
254,0,3,"Wheadon, Mr. Edward H",female,21.41,0,0,A/5 21174,194.9287,E101,C
191,1,2,"Bonnell, Miss. Elizabeth",male,20.58,0,0,330958,165.7897,,S
159,0,2,"Palsson, Miss. Stina Viola",female,,0,0,SOTON/O.Q. 3101306,24.8439,B28,S
298,0,3,"Hendekovic, Mr. Ignjac",male,,1,0,364849,26.6267,B96 B98,C
728,0,2,"Lindahl, Miss. Agda Thorilda Viktoria",male,20.59,4,0,28403,30.1289,,S
822,0,1,"Brocklebank, Mr. William Alfred",male,31.35,1,0,C.A. 33595,187.7458,,S
190,0,3,"Gillespie, Mr. William Henry",male,,1,0,A/5 3902,168.9632,D33,C
539,0,1,"McGovern, Miss. Mary",female,29.84,1,2,C.A. 5547,61.3619,C123,S
504,0,3,"Lemberopolous, Mr. Peter L",male,44.46,0,0,113798,67.2693,,Q
891,0,3,"Matthews, Mr. William John",male,23.16,0,0,2653,14.2035,,S
575,1,2,"O'Dwyer, Miss. Ellen ""Nellie""",female,24.1,0,0,11668,222.8049,D17,S
297,1,2,"Masselmani, Mrs. Fatima",female,76.06,0,0,1601,58.4933,,S
891,1,1,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",male,32.14,1,1,7540,24.4522,,C
847,1,3,"Ford, Mrs. Edward (Margaret Ann Watson)",male,,0,0,2659,95.6648,,S
156,0,3,"West, Miss. Constance Mirium",male,71.23,5,2,26707,28.772,B71,S
739,0,3,"Smith, Mr. James Clinch",female,32.48,0,0,370369,11.494,,S
290,0,3,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",female,30.1,1,2,11769,7.1173,,C
653,0,3,"Greenfield, Mr. William Bertram",male,65.14,0,0,17474,50.4118,,S
891,0,2,"Harrington, Mr. Charles H",male,25.41,1,0,250644,8.5296,E31,C
767,0,3,"Parkes, Mr. Francis ""Frank""",female,,0,0,11668,247.3509,A31,C
244,0,3,"Nakid, Mr. Sahid",female,30.6,0,0,P/PP 3381,25.3647,C92,C
790,0,2,"Olsen, Mr. Karl Siegwart Andreas",male,70.35,1,0,STON/O 2. 3101273,38.0714,,C
