PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
755,0,3,"Peduzzi, Mr. Joseph",female,31.62,1,0,7534,166.4086,F33,C
468,0,3,"Sage, Mr. Douglas Bullen",female,24.35,1,0,A/5 21173,10.2548,B3,C
272,0,1,"Chaffee, Mr. Herbert Fuller",female,26.56,0,0,A/4 45380,74.4487,,S
891,1,3,"Coutts, Master. William Loch ""William""",male,,0,0,347081,107.4365,,C
100,0,3,"Moraweck, Dr. Ernest",male,70.13,0,0,347082,90.7632,,S
224,0,2,"O'Connell, Mr. Patrick D",female,60.57,0,0,STON/O2. 3101290,209.8542,,S
262,0,3,"Silvey, Mr. William Baird",female,25.96,4,0,C 7077,36.1936,,S
249,1,2,"Chapman, Mr. Charles Henry",male,,0,2,312992,31.5345,B28,S
663,1,3,"McMahon, Mr. Martin",female,,4,0,11668,37.268,C22 C26,Q
116,0,3,"Cacic, Miss. Marija",male,31.9,1,0,345364,90.2553,,C
861,1,2,"Taylor, Mr. Elmer Zebley",male,30.23,0,0,PC 17610,1.6375,B57 B59 B63 B66,C
891,0,1,"Watson, Mr. Ennis Hastings",male,,1,0,230080,6.5734,,S
771,1,3,"Dean, Master. Bertram Vere",female,41.81,0,0,349252,77.7587,,S
61,0,3,"Jonkoff, Mr. Lalio",female,49.33,1,0,345778,16.519,C95,S
242,1,3,"Yousseff, Mr. Gerious",male,29.21,0,0,WE/P 5735,83.2638,,C
618,0,3,"Johanson, Mr. Jakob Alfred",female,43.67,4,2,28206,217.4986,B57 B59 B63 B66,C
42,0,2,"Gilnagh, Miss. Katherine ""Katie""",female,19.52,0,2,237565,11.6963,,Q
279,1,3,"Partner, Mr. Austen",male,31.39,1,0,392096,69.3293,,C
638,0,3,"Farthing, Mr. John",male,25.05,0,0,C.A. 31921,250.4812,C49,S
891,1,3,"Stone, Mrs. George Nelson (Martha Evelyn)",female,,0,0,113055,241.1501,,S
668,1,2,"Rush, Mr. Alfred George John",male,,0,0,19952,66.7364,,S
604,0,3,"Laleff, Mr. Kristo",male,28.77,0,0,350404,109.8165,,S
891,1,3,"Moss, Mr. Albert Johan",female,32.83,0,0,PC 17477,93.0212,,C
891,1,3,"Walker, Mr. William Anderson",female,20.71,1,1,PC 17572,68.1915,,C
380,1,2,"Rood, Mr. Hugh Roscoe",male,69.11,0,0,11967,3.8134,,S
134,1,1,"Nenkoff, Mr. Christo",male,34.1,0,0,347069,31.8494,,S
879,1,2,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,32.41,5,1,367230,26.6975,C123,S
864,0,2,"Hoyt, Mr. William Fisher",male,44.06,1,0,PC 17761,6.7355,,S
597,0,1,"Ostby, Mr. Engelhart Cornelius",female,,0,0,364849,9.0108,,S
844,0,1,"Keane, Mr. Andrew ""Andy""",female,31.1,1,0,364512,17.6757,C99,S
729,0,3,"Karun, Miss. Manca",female,28.75,0,1,2690,15.5129,,S
855,0,1,"Cardeza, Mr. Thomas Drake Martinez",female,31.4,3,0,113781,281.7475,,S
204,0,3,"Sloper, Mr. William Thompson",female,69.59,0,0,35273,95.0123,,S
273,0,2,"Bailey, Mr. Percy Andrew",female,73.05,0,0,113803,204.444,,S
