PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
307,1,1,"Alhomaki, Mr. Ilmari Rudolf",female,27.51,0,1,2651,7.0741,A20,C
147,1,3,"Oreskovic, Mr. Luka",female,,1,0,113784,33.7387,B28,Q
746,1,2,"Clifford, Mr. George Quincy",female,22.12,0,0,17421,112.5464,,C
699,0,2,"Icard, Miss. Amelie",male,35.55,0,2,2650,50.0657,D49,C
773,1,3,"Bourke, Miss. Mary",male,54.99,0,0,PC 17477,29.0438,,S
775,0,3,"de Mulder, Mr. Theodore",female,25.55,0,2,394140,104.652,C95,C
891,0,1,"Carbines, Mr. William",female,59.86,0,0,S.O./P.P. 3,103.877,,S
891,0,3,"Goodwin, Mr. Charles Edward",male,27.57,0,0,113781,4.7361,,S
891,0,3,"Kenyon, Mrs. Frederick R (Marion)",male,,0,0,347054,194.56,,S
798,1,2,"Cavendish, Mr. Tyrell William",female,31.85,0,0,2626,63.6476,,S
652,0,1,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,,4,0,330979,66.9285,B28,C
832,0,1,"Sdycoff, Mr. Todor",female,28.18,0,0,324669,50.3037,,S
621,0,1,"Hakkarainen, Mr. Pekka Pietari",female,27.15,0,0,2666,73.7336,,S
176,1,1,"Shellard, Mr. Frederick William",male,27.18,0,0,C 7077,85.6024,,C
704,1,2,"Kirkland, Rev. Charles Leonard",female,32.19,1,0,SC/Paris 2163,100.1941,,Q
804,0,2,"Serepeca, Miss. Augusta",male,32.4,5,0,110152,48.1074,,C
296,0,3,"Bracken, Mr. James H",female,28.89,0,0,2663,12.7431,,S
407,1,3,"Johansson, Mr. Erik",male,59.11,0,0,364846,23.058,,C
767,0,2,"Barkworth, Mr. Algernon Henry Wilson",female,77.09,1,0,364516,69.4746,,C
562,0,3,"Bowerman, Miss. Elsie Edith",male,75.52,0,0,231945,35.1317,,S
716,1,3,"Bishop, Mrs. Dickinson H (Helen Walton)",female,,0,0,PC 17483,77.8068,,S
141,1,3,"Mellinger, Miss. Madeleine Violet",female,32.71,5,0,349233,33.6614,D,S
728,0,2,"Cacic, Miss. Marija",female,31.87,1,2,11767,8.0359,,S
341,1,2,"Laleff, Mr. Kristo",female,30.88,1,2,C.A. 31921,27.183,,C
751,1,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,,1,2,13213,35.7792,C30,
440,1,3,"Dahl, Mr. Karl Edwart",male,28.96,0,0,113776,81.7883,,C
874,1,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",male,21.24,0,0,347077,85.5254,,C
824,1,2,"Mineff, Mr. Ivan",male,,1,0,349909,17.7539,,S
681,0,3,"Hodges, Mr. Henry Price",male,30.86,1,0,367230,9.944,,S
855,0,2,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,,1,1,S.C./PARIS 2079,90.3048,C22 C26,S
767,0,3,"Sirota, Mr. Maurice",female,24.32,1,0,350406,100.0167,,Q
349,0,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",male,59.92,3,0,PC 17758,94.3897,C92,C
474,1,1,"Saad, Mr. Amin",female,59.63,1,0,A4. 54510,57.2143,A5,S
617,0,1,"Stankovic, Mr. Ivan",male,8.51,0,0,113794,206.0802,,C
223,1,2,"Barah, Mr. Hanna Assi",male,,0,0,LINE,5.8383,,S
481,0,3,"Goodwin, Miss. Lillian Amy",male,31.4,0,2,65306,11.5704,,C
369,0,3,"Parkes, Mr. Francis ""Frank""",female,,1,0,347074,15.8956,,S
172,1,2,"Carlsson, Mr. Frans Olof",female,19.05,0,2,12749,7.6746,C106,S
607,1,2,"Andersson, Miss. Erna Alexandra",female,33.37,0,1,113800,36.4236,,C
248,1,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,66.63,0,0,3101296,7.0053,,C
763,1,3,"Dahl, Mr. Karl Edwart",male,44.6,1,0,PC 17482,17.3335,,S
594,1,3,"Oreskovic, Mr. Luka",female,32.4,4,0,350048,24.5856,,S
891,1,3,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,80.0,0,2,12749,57.1312,,C
891,0,3,"Panula, Master. Eino Viljami",female,25.98,4,0,382652,96.4603,,S
532,0,2,"Baclini, Mrs. Solomon (Latifa Qurban)",male,32.27,1,0,31027,12.5604,,C
562,0,2,"Clifford, Mr. George Quincy",male,28.54,0,0,12749,59.3465,,S
779,0,3,"Odahl, Mr. Nils Martin",male,31.26,0,0,345769,33.3174,,S
843,1,3,"Dean, Master. Bertram Vere",female,,0,0,11767,9.3343,G6,S
822,0,3,"Nicola-Yarred, Miss. Jamila",female,14.3,1,0,358585,14.9668,,S
656,1,2,"Bowerman, Miss. Elsie Edith",female,31.27,0,0,2662,15.8789,,Q
236,0,3,"Fortune, Mr. Charles Alexander",male,53.34,0,0,SOTON/OQ 3101316,15.5651,E8,Q
814,0,3,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",female,31.05,0,0,PC 17582,29.0558,,C
867,0,3,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",male,,0,2,239865,13.2903,,S
829,0,1,"Najib, Miss. Adele Kiamie ""Jane""",female,38.0,0,2,PP 9549,45.5189,B73,C
444,0,1,"Edvardsson, Mr. Gustaf Hjalmar",male,53.99,1,0,367226,239.9264,A31,Q
610,1,1,"Quick, Miss. Phyllis May",male,28.11,0,0,364849,17.5845,E8,S
786,1,1,"Pickard, Mr. Berk (Berk Trembisky)",female,17.37,5,0,112053,43.7993,,S
301,0,2,"Olsen, Mr. Ole Martin",male,,0,0,349223,12.4292,,S
776,0,3,"Simonius-Blumer, Col. Oberst Alfons",male,30.03,1,1,CA 2144,10.2412,,S
133,0,3,"Becker, Miss. Marion Louise",male,41.05,1,0,374910,17.9631,C123,C
891,1,3,"Giglio, Mr. Victor",male,,1,0,31027,82.95,,C
261,0,3,"Thayer, Mr. John Borland Jr",female,30.99,0,0,315089,21.6405,C92,S
465,1,1,"Cohen, Mr. Gurshon ""Gus""",female,32.32,1,0,19972,8.5157,,C
475,0,1,"Balkic, Mr. Cerin",female,,1,1,7540,36.2871,,S
707,1,2,"Pettersson, Miss. Ellen Natalia",female,30.88,0,0,2649,54.1571,,S
891,1,2,"McMahon, Mr. Martin",male,72.63,4,0,13502,61.243,,S
689,0,3,"Attalah, Mr. Sleiman",female,25.91,5,0,2651,17.2547,,S
826,1,3,"Mineff, Mr. Ivan",male,49.71,1,2,29106,9.7017,,C
417,0,3,"Rogers, Mr. William John",female,24.86,1,0,347077,110.2469,,C
586,0,3,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",male,24.17,1,0,13568,12.2139,,S
245,0,3,"Daniel, Mr. Robert Williams",female,56.62,0,0,250643,42.6486,,S
241,1,3,"Colley, Mr. Edward Pomeroy",male,32.52,0,0,SC/Paris 2123,28.0601,,S
848,0,2,"Johnson, Mr. Alfred",male,65.06,0,0,113767,64.0498,,S
306,0,3,"Quick, Miss. Phyllis May",female,26.52,1,0,220367,24.0674,C83,S
759,1,3,"Carter, Rev. Ernest Courtenay",male,31.43,0,0,16966,45.0279,B94,S
866,0,3,"Harknett, Miss. Alice Phoebe",female,,0,0,113781,31.3036,,C
807,0,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",male,47.46,1,0,17474,61.5329,,Q
808,1,1,"Paulner, Mr. Uscher",male,62.76,1,0,373450,37.3055,,C
891,1,1,"Fortune, Mr. Mark",female,31.67,0,0,226875,76.1906,,S
393,1,3,"Roebling, Mr. Washington Augustus II",male,22.41,1,0,347063,12.7926,C70,C
891,1,3,"Williams-Lambert, Mr. Fletcher Fellows",female,58.11,0,0,STON/O2. 3101283,98.9661,,S
754,1,2,"Tobin, Mr. Roger",male,25.46,1,0,PC 17759,41.0109,,S
678,0,2,"Pernot, Mr. Rene",male,32.35,0,0,4133,11.6961,,S
853,0,1,"Moraweck, Dr. Ernest",male,24.55,1,0,230080,16.51,,C
160,1,3,"Fox, Mr. Stanley Hubert",female,44.71,0,0,315151,33.3521,,Q
584,0,3,"Hunt, Mr. George Henry",female,30.57,1,0,SOTON/OQ 392090,103.0449,,S
248,1,3,"Jonkoff, Mr. Lalio",male,,0,0,19950,9.158,,S
