PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
198,1,3,"Newell, Miss. Marjorie",male,31.62,0,0,19950,6.3676,,S
167,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,0,1,17421,46.8534,C93,S
1,1,3,"Alhomaki, Mr. Ilmari Rudolf",male,29.3,1,0,364846,15.4379,,S
605,1,3,"Torber, Mr. Ernst William",male,31.01,0,0,17453,2.0259,,S
455,0,3,"Cribb, Mr. John Hatfield",female,,0,0,28551,12.7925,,S
229,1,2,"Morrow, Mr. Thomas Rowan",male,6.21,0,0,19928,14.5444,,S
289,1,1,"Collyer, Miss. Marjorie ""Lottie""",male,,0,0,19877,75.511,,S
105,1,2,"Lewy, Mr. Ervin G",female,,0,0,113783,17.126,,C
217,0,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",male,,0,2,F.C.C. 13529,4.5255,,S
569,1,3,"Lemore, Mrs. (Amelia Milley)",male,,0,0,PC 17761,4.2427,,S
850,0,3,"Vestrom, Miss. Hulda Amanda Adolfina",male,26.0,1,0,347464,7.6483,T,S
464,0,1,"Toufik, Mr. Nakli",male,29.52,1,0,345764,7.5174,B19,C
19,1,1,"Gee, Mr. Arthur H",male,,0,0,347089,13.8117,,S
686,0,1,"Sirayanian, Mr. Orsen",female,,0,0,113028,9.4763,,S
230,0,1,"Nosworthy, Mr. Richard Cater",female,19.0,0,0,17465,9.3096,C90,S
1,1,3,"Navratil, Master. Edmond Roger",female,31.04,0,0,PC 17601,6.4989,,S
766,0,1,"Silverthorne, Mr. Spencer Victor",male,20.29,1,0,13502,16.5207,,S
269,1,1,"Nicola-Yarred, Miss. Jamila",male,23.76,1,0,PC 17572,29.4082,,Q
130,0,1,"Taussig, Miss. Ruth",female,,0,0,330980,15.5123,A24,S
772,0,1,"Troutt, Miss. Edwina Celia ""Winnie""",male,30.42,0,1,13502,87.5336,,C
243,1,1,"Rice, Mrs. William (Margaret Norton)",female,,1,0,17465,1.57,E101,S
105,1,3,"Farthing, Mr. John",male,38.78,0,0,110413,8.1586,,S
23,0,1,"Razi, Mr. Raihed",male,55.76,0,0,PC 17760,37.7913,,C
379,1,2,"Becker, Miss. Marion Louise",male,51.56,0,2,19928,18.4183,,S
61,1,2,"Brown, Miss. Amelia ""Mildred""",male,28.34,0,0,367226,8.9515,,Q
555,0,2,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",male,24.49,0,2,28665,28.4141,,S
112,1,2,"Scanlan, Mr. James",female,,0,1,2669,116.0059,B71,C
414,1,1,"Bidois, Miss. Rosalie",male,28.48,0,2,113760,15.909,,S
92,1,3,"O'Connor, Mr. Maurice",female,37.84,0,0,2662,33.4921,,S
747,0,1,"Andersson, Master. Sigvard Harald Elias",male,20.23,0,0,2628,45.64,,C
508,0,3,"Harknett, Miss. Alice Phoebe",female,33.23,0,0,PC 17569,10.7535,,S
1,1,1,"Barbara, Mrs. (Catherine David)",male,17.61,1,0,370370,218.25,C124,S
764,1,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,48.4,0,0,349215,11.4487,,S
750,1,1,"Pernot, Mr. Rene",female,21.98,0,0,347077,47.9473,,C
822,0,3,"Silverthorne, Mr. Spencer Victor",male,44.73,0,0,371110,142.8613,,C
387,1,3,"Balkic, Mr. Cerin",male,30.95,1,0,C 7077,23.7356,C92,C
467,1,1,"Greenfield, Mr. William Bertram",female,43.82,1,0,F.C. 12750,14.5677,E68,C
299,1,1,"Ford, Mrs. Edward (Margaret Ann Watson)",female,,0,2,365226,221.3716,,C
144,1,1,"Skoog, Mr. Wilhelm",male,12.07,0,0,364850,5.2831,,C
819,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.33,1,0,244252,21.7293,,S
597,1,1,"Adahl, Mr. Mauritz Nils Martin",male,24.4,0,0,PC 17477,13.0898,,S
550,1,3,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",male,21.86,0,1,330932,15.1912,D15,S
540,0,1,"Herman, Miss. Alice",male,20.48,1,0,113792,11.8388,G6,Q
81,0,3,"Jarvis, Mr. John Denzil",female,38.5,0,0,11967,22.9748,,C
306,0,3,"Celotti, Mr. Francesco",male,56.15,0,0,228414,15.8981,,S
278,1,3,"Butler, Mr. Reginald Fenton",female,,0,1,347077,3.1678,,S
292,0,3,"Coelho, Mr. Domingos Fernandeo",male,2.09,0,0,113056,11.2421,,S
805,1,3,"Chronopoulos, Mr. Apostolos",female,,1,0,349248,11.2624,F2,S
252,0,3,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",male,42.07,0,1,250643,59.2868,A34,C
318,0,3,"Oreskovic, Miss. Marija",female,,1,0,113806,46.4848,,S
203,0,1,"Mernagh, Mr. Robert",male,35.28,0,0,PC 17609,11.1134,,S
1,1,2,"Cor, Mr. Liudevit",female,,0,0,PC 17572,0.8978,,C
135,0,3,"Pickard, Mr. Berk (Berk Trembisky)",male,65.38,0,1,367232,27.3457,,S
787,0,1,"Palsson, Miss. Stina Viola",female,,0,0,113760,9.5909,,S
392,0,3,"Rekic, Mr. Tido",female,,0,0,13049,3.1069,,S
232,1,1,"Danbom, Mr. Ernst Gilbert",male,,0,2,PC 17758,29.7855,,S
717,0,1,"Hanna, Mr. Mansour",male,27.35,0,0,PC 17592,16.3936,,S
380,0,3,"Woolner, Mr. Hugh",male,,0,0,CA. 2343,7.8286,F G73,C
371,1,1,"O'Connor, Mr. Maurice",male,39.62,1,0,PC 17761,10.7864,,S
719,1,3,"Smiljanic, Mr. Mile",female,,0,0,110152,35.2168,,S
711,0,3,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",female,57.43,1,0,110413,63.362,E34,C
353,1,3,"Johanson, Mr. Jakob Alfred",male,,0,0,345780,0.1928,,S
200,0,3,"Ali, Mr. William",female,,0,0,SOTON/O.Q. 3101310,0.0,,S
426,0,3,"Keane, Miss. Nora A",male,,0,0,2668,137.8354,,S
102,1,3,"Sjoblom, Miss. Anna Sofia",male,21.9,0,0,113514,12.0412,,S
479,1,2,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",male,,0,0,248738,10.6878,,S
217,1,3,"Cohen, Mr. Gurshon ""Gus""",female,20.77,0,0,349912,10.5322,B30,S
398,0,3,"Sage, Mr. George John Jr",male,22.07,0,1,PC 17600,18.3453,,S
98,1,1,"Bourke, Mrs. John (Catherine)",male,39.19,1,0,113806,6.3611,,S
278,1,2,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",male,66.21,0,0,110465,40.8633,,Q
540,0,3,"Chibnall, Mrs. (Edith Martha Bowerman)",male,30.79,0,2,PC 17572,14.3115,,S
368,1,3,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",male,17.8,0,0,PC 17599,16.3879,C125,S
767,0,1,"Mack, Mrs. (Mary)",male,31.8,0,0,315084,13.0526,,S
542,0,3,"Fynney, Mr. Joseph J",male,30.32,0,0,371110,22.1526,,S
764,0,3,"Laroche, Miss. Simonne Marie Anne Andree",male,,0,0,A/4 48871,15.7419,F2,Q
499,0,1,"Webber, Miss. Susan",female,22.55,0,2,250644,36.4464,,S
279,1,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",male,,0,0,372622,11.8653,B96 B98,C
