PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
446,1,3,"Harrison, Mr. William",male,23.4,0,1,7540,7.9625,F33,S
506,0,3,"Turja, Miss. Anna Sofia",male,46.03,0,0,112052,9.7063,,S
1,1,3,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,,0,0,2687,0.0,,S
706,0,3,"Cacic, Mr. Luka",female,29.1,1,0,231919,242.245,,C
52,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",male,49.17,0,0,383121,10.5038,,S
278,1,3,"Mellinger, Miss. Madeleine Violet",male,,0,0,28664,9.9355,,S
301,1,3,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,21.96,0,0,392092,102.9069,B5,S
327,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,40.98,0,0,13567,15.6485,,Q
538,0,3,"Fortune, Miss. Alice Elizabeth",female,19.96,6,0,A/5 21174,77.6382,A26,Q
391,1,3,"Van der hoef, Mr. Wyckoff",female,31.42,0,0,A/4. 20589,12.9368,,Q
781,1,1,"Gustafsson, Mr. Karl Gideon",male,,0,2,28664,12.8533,D15,S
75,1,2,"Sagesser, Mlle. Emma",male,2.89,0,0,349225,7.2172,,S
690,1,3,"Staneff, Mr. Ivan",male,30.47,0,0,A/4 48871,25.023,,C
541,1,2,"Hanna, Mr. Mansour",male,45.04,0,0,113806,96.3439,,S
235,1,1,"Lam, Mr. Ali",male,30.41,1,0,11767,8.0744,,Q
50,1,3,"Silven, Miss. Lyyli Karoliina",male,,0,0,LINE,17.6654,E34,Q
382,1,3,"Gustafsson, Mr. Alfred Ossian",male,24.84,0,0,CA. 2343,8.7304,,C
32,1,1,"Allen, Miss. Elisabeth Walton",male,,1,2,54636,0.4838,,S
145,1,3,"Windelov, Mr. Einar",male,29.8,0,2,371110,14.2957,,S
283,1,2,"Navratil, Master. Michel M",male,28.98,0,0,PC 17608,31.719,,C
1,1,1,"Andreasson, Mr. Paul Edvin",male,32.38,1,0,112053,200.3948,B96 B98,Q
847,1,3,"Becker, Miss. Marion Louise",male,50.61,0,1,12749,5.7656,B28,C
318,0,3,"Denkoff, Mr. Mitto",female,12.33,0,0,19950,9.5928,E46,Q
442,1,3,"Hippach, Miss. Jean Gertrude",male,30.61,0,0,SC/Paris 2123,13.8418,,C
676,0,1,"Hagland, Mr. Konrad Mathias Reiersen",male,15.84,1,2,PP 4348,17.3202,E36,S
610,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",male,23.45,0,1,315088,9.9796,,C
853,1,2,"Stankovic, Mr. Ivan",male,,0,0,PC 17558,27.141,,S
422,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,24.11,0,0,STON/O 2. 3101289,9.3534,B20,C
592,0,3,"Cardeza, Mr. Thomas Drake Martinez",female,,0,0,113760,10.4009,,S
337,1,3,"Richards, Master. George Sibley",male,18.03,0,0,2223,13.7068,,S
454,0,3,"Ostby, Mr. Engelhart Cornelius",male,22.46,0,1,13502,15.4037,,S
158,1,2,"O'Brien, Mr. Thomas",male,17.18,0,2,3101267,8.4228,C126,C
164,1,1,"Leeni, Mr. Fahim (""Philip Zenni"")",female,,1,0,2651,2.4773,,S
440,0,3,"Nicholls, Mr. Joseph Charles",female,44.11,1,0,11767,3.9649,D48,C
170,0,1,"Plotcharsky, Mr. Vasil",female,31.39,0,0,244358,12.6247,F E69,Q
534,1,2,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",male,24.35,0,0,2908,11.917,,S
774,1,3,"Sheerlinck, Mr. Jan Baptist",male,31.45,0,0,244252,13.3107,,C
621,1,3,"Ali, Mr. William",male,32.15,1,0,239854,10.1326,,C
820,1,3,"Anderson, Mr. Harry",male,28.77,0,0,PC 17572,16.0073,,Q
672,1,1,"Baxter, Mr. Quigg Edmond",female,34.49,1,0,350407,93.3389,C118,
260,1,3,"Lurette, Miss. Elise",male,30.37,0,0,315090,12.133,B102,S
412,0,3,"Toufik, Mr. Nakli",male,18.11,1,0,350060,13.7751,,C
110,1,2,"Saad, Mr. Khalil",male,,0,0,349219,23.2273,F33,S
87,1,2,"Hegarty, Miss. Hanora ""Nora""",female,22.89,1,1,113051,27.0004,A16,S
477,1,1,"Daniel, Mr. Robert Williams",female,,1,0,345764,13.8408,,S
689,0,3,"Harris, Mr. Walter",male,,1,0,367232,39.5636,C126,S
142,1,2,"Theobald, Mr. Thomas Leonard",male,35.06,0,0,349209,9.7319,,S
1,1,3,"Balkic, Mr. Cerin",male,31.17,0,0,370129,8.9889,,S
429,1,3,"Bonnell, Miss. Elizabeth",male,26.0,0,0,110152,18.4537,,S
248,1,1,"Aubart, Mme. Leontine Pauline",male,,1,0,28664,75.8162,,C
293,1,3,"Ridsdale, Miss. Lucy",male,25.56,1,0,PC 17604,13.2412,,S
318,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",female,,0,0,392091,58.0461,D45,S
393,0,1,"Baclini, Miss. Marie Catherine",female,21.79,1,0,16966,9.5098,,S
436,1,2,"Lievens, Mr. Rene Aime",female,32.73,0,1,392096,29.4397,,S
129,1,3,"Oreskovic, Mr. Luka",male,28.51,1,0,2649,23.5555,C23 C25 C27,Q
4,1,1,"Moor, Master. Meier",female,,0,0,363592,7.3659,,S
108,1,3,"Graham, Miss. Margaret Edith",female,60.08,1,0,345770,99.9218,D35,C
534,1,3,"Lurette, Miss. Elise",male,29.77,1,1,113798,4.3305,,S
315,1,3,"Silvey, Mr. William Baird",male,18.37,0,0,SC/AH 3085,11.3664,,S
