PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
351,1,2,"Calic, Mr. Jovo",female,22.25,0,0,14313,181.7024,D20,S
43,1,1,"Cribb, Mr. John Hatfield",male,,0,0,244367,2.6253,B5,S
19,1,3,"Widener, Mr. Harry Elkins",male,,1,0,113781,12.6936,B73,C
282,1,3,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",male,16.14,0,0,347083,16.3484,,C
690,0,1,"Cohen, Mr. Gurshon ""Gus""",female,16.85,1,0,347060,60.12,B96 B98,Q
412,0,1,"Sharp, Mr. Percival James R",female,,0,0,34218,6.1833,,C
70,1,3,"Hamalainen, Master. Viljo",female,48.21,1,2,113798,23.2537,,S
418,1,1,"Shutes, Miss. Elizabeth W",male,29.54,0,0,PC 17757,34.3604,,C
503,1,2,"Rice, Mrs. William (Margaret Norton)",male,30.53,0,0,CA. 2343,8.4627,,S
171,1,2,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,29.19,0,0,SC/AH 29037,11.3324,B28,S
746,0,3,"Baclini, Miss. Marie Catherine",male,23.89,0,0,350036,19.4768,,S
772,1,2,"Hart, Mr. Benjamin",female,14.68,1,0,A/4. 20589,13.7485,,S
108,1,2,"Baumann, Mr. John D",male,66.27,0,2,3101276,500.6826,D50,C
266,1,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",male,47.71,0,1,28134,12.1614,,S
175,1,3,"Beavan, Mr. William Thomas",male,24.93,0,2,C.A. 34651,53.8362,,S
384,0,3,"Emanuel, Miss. Virginia Ethel",male,60.86,0,0,392092,23.4285,B30,S
543,1,3,"Mockler, Miss. Helen Mary ""Ellie""",male,26.28,0,0,345783,145.7841,C85,S
250,1,3,"Goodwin, Master. Sidney Leonard",male,28.63,0,0,F.C.C. 13529,9.4772,,S
536,1,3,"Denkoff, Mr. Mitto",male,,1,0,SOTON/OQ 392089,5.7563,,S
88,1,2,"Murdlin, Mr. Joseph",female,,1,0,11755,9.4267,D47,S
498,1,2,"Cardeza, Mr. Thomas Drake Martinez",male,23.16,1,0,PC 17760,40.8557,D36,S
194,1,2,"Yasbeck, Mrs. Antoni (Selini Alexander)",male,,1,2,370375,41.4204,,S
428,1,2,"Nysveen, Mr. Johan Hansen",male,31.29,0,0,28664,6.2652,E8,S
334,1,3,"Bystrom, Mrs. (Karolina)",male,22.92,1,2,364850,16.7598,,S
449,0,3,"Kent, Mr. Edward Austin",male,,0,2,36928,1.6255,,S
702,1,3,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",male,23.04,0,0,2648,15.3201,,S
377,1,1,"Drazenoic, Mr. Jozef",male,,0,0,PC 17558,20.1491,,S
627,1,2,"Mamee, Mr. Hanna",male,,0,0,239853,4.3988,,S
494,1,2,"Hegarty, Miss. Hanora ""Nora""",male,30.96,0,0,14313,30.5301,,S
736,1,2,"Anderson, Mr. Harry",female,,0,2,WE/P 5735,135.9054,,S
482,1,2,"Touma, Mrs. Darwis (Hanne Youssef Razi)",male,42.92,0,0,54636,71.9511,,C
698,1,3,"Lines, Miss. Mary Conover",male,55.1,1,0,28664,17.8493,E25,S
162,1,3,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",male,20.75,1,1,PC 17757,89.7929,,S
366,0,3,"Stankovic, Mr. Ivan",female,37.43,0,0,349912,24.5766,,S
328,1,3,"Klaber, Mr. Herman",female,41.71,0,0,315088,12.4563,B18,S
570,1,3,"Ward, Miss. Anna",male,12.28,2,0,349223,37.045,D37,S
341,1,3,"Strom, Miss. Telma Matilda",male,32.09,0,1,11765,155.6387,E101,C
1,1,3,"Kimball, Mr. Edwin Nelson Jr",female,,0,0,13567,6.3392,,S
190,1,2,"Garfirth, Mr. John",male,20.12,0,0,LINE,12.275,,S
649,1,3,"Smith, Mr. Thomas",male,30.5,1,0,370370,13.4804,,C
130,1,2,"Zabour, Miss. Thamine",female,46.44,0,1,3101277,9.0779,B102,S
237,1,2,"Longley, Miss. Gretchen Fiske",female,19.19,0,0,13049,11.3027,,C
343,1,3,"Charters, Mr. David",female,28.56,0,0,230136,59.906,C128,C
114,1,2,"Bowen, Mr. David John ""Dai""",male,25.72,0,0,330932,0.8601,C23 C25 C27,S
347,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",male,23.51,1,0,3101276,63.2687,,S
277,1,3,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",female,28.68,0,3,19950,100.3197,,S
50,1,2,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",male,28.55,0,0,315088,18.5358,,S
68,1,3,"Elias, Mr. Tannous",female,,0,0,349254,6.4398,,S
424,1,1,"Hawksford, Mr. Walter James",male,21.17,0,0,PC 17757,11.5962,,Q
209,1,1,"Goodwin, Master. Sidney Leonard",male,31.83,0,0,PC 17477,20.8409,,Q
363,1,1,"Roebling, Mr. Washington Augustus II",male,32.28,0,0,349252,43.7356,,C
726,1,3,"Williams, Mr. Leslie",male,29.96,0,0,347088,12.0815,B28,C
406,1,2,"Fortune, Mr. Mark",male,25.03,1,1,349247,45.9285,C68,S
66,1,3,"Braund, Mr. Owen Harris",male,,1,0,SC/AH Basle 541,0.409,,S
189,1,3,"Wick, Miss. Mary Natalie",male,31.81,0,0,113803,11.7747,,C
232,1,3,"Toufik, Mr. Nakli",male,30.28,0,0,349209,14.3791,,S
484,1,3,"Colley, Mr. Edward Pomeroy",male,56.56,1,2,PC 17601,512.3292,,Q
484,1,3,"Andersson, Miss. Ebba Iris Alfrida",male,,0,0,347077,4.9777,B42,S
427,1,3,"Brown, Mrs. James Joseph (Margaret Tobin)",male,30.23,0,1,65304,11.648,B28,C
419,1,1,"Gaskell, Mr. Alfred",male,60.81,0,1,386525,49.2052,B102,S
458,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",male,32.56,0,0,8475,9.8075,,S
388,1,3,"Guggenheim, Mr. Benjamin",male,30.63,0,0,364499,172.3541,C118,S
286,1,1,"Panula, Master. Eino Viljami",male,28.89,0,0,C.A. 34651,58.8187,,S
402,1,1,"Isham, Miss. Ann Elizabeth",male,23.93,0,0,349215,150.9278,,S
98,1,3,"White, Mr. Percival Wayland",male,,1,0,SC/Paris 2123,0.0,,S
613,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",male,30.26,0,0,368703,15.1372,,S
229,1,3,"Parkes, Mr. Francis ""Frank""",female,,0,0,4133,5.1255,,S
414,1,1,"Braund, Mr. Lewis Richard",male,7.95,0,0,342826,52.7254,B49,S
1,1,3,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",male,19.32,1,0,234686,64.318,,S
721,1,3,"Birkeland, Mr. Hans Martin Monsen",male,30.78,0,0,220845,87.1027,,C
754,1,3,"Fleming, Miss. Margaret",male,31.76,1,2,36866,8.9592,,C
708,1,3,"Panula, Master. Eino Viljami",female,28.98,0,0,349254,36.2036,B18,S
229,1,1,"Peters, Miss. Katie",female,50.23,1,2,13568,4.2041,,S
578,0,3,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,,1,0,27042,10.6633,F G73,C
146,1,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,20.67,0,0,113505,14.1201,,C
454,1,1,"Kilgannon, Mr. Thomas J",male,31.22,1,0,330909,62.2503,,C
411,1,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,,1,0,347080,10.9543,,S
140,1,1,"Tobin, Mr. Roger",male,1.22,5,0,PC 17593,512.3292,A7,S
270,1,3,"West, Mr. Edwy Arthur",female,27.18,0,0,PC 17569,17.6793,,S
574,0,3,"Carrau, Mr. Francisco M",male,21.84,0,0,PC 17582,8.483,,S
726,1,1,"Scanlan, Mr. James",male,20.27,0,0,PC 17582,4.5984,,C
778,1,2,"Rice, Mrs. William (Margaret Norton)",female,,2,0,113788,11.9499,E36,C
688,1,2,"Pain, Dr. Alfred",male,40.07,0,0,230136,17.1312,,C
511,1,2,"Olsen, Mr. Ole Martin",male,29.92,0,0,3101267,31.7327,,Q
277,1,1,"Vestrom, Miss. Hulda Amanda Adolfina",male,30.19,0,0,230080,12.7557,,S
1,1,3,"Andersson, Miss. Ebba Iris Alfrida",male,40.98,0,0,1601,79.9729,,S
473,1,2,"Andrews, Miss. Kornelia Theodosia",female,,0,0,SC/PARIS 2149,32.4481,,C
530,1,3,"Coleff, Mr. Satio",female,22.72,0,0,2666,2.3112,,S
319,1,3,"Hickman, Mr. Lewis",female,17.05,0,0,19996,7.2143,,S
368,1,1,"Hoyt, Mr. Frederick Maxfield",female,,0,0,13567,41.0291,,S
217,1,3,"O'Brien, Mr. Thomas",male,,0,0,349247,5.7699,,C
124,1,1,"Graham, Miss. Margaret Edith",female,22.43,0,1,S.C./A.4. 23567,9.1728,B28,S
337,1,1,"Tobin, Mr. Roger",male,24.87,0,0,SC/Paris 2123,34.4874,,C
603,1,3,"Guggenheim, Mr. Benjamin",male,42.99,0,0,33638,117.1842,,C
154,1,3,"Banfield, Mr. Frederick James",male,23.6,0,0,A/5 3902,11.4307,,S
