PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
393,1,1,"Sheerlinck, Mr. Jan Baptist",male,,1,5,367230,156.3072,C95,C
92,1,1,"Paulner, Mr. Uscher",male,47.32,0,0,PC 17582,13.2198,,S
304,1,2,"Taussig, Miss. Ruth",male,31.25,1,0,370370,6.2585,C78,C
454,1,3,"Todoroff, Mr. Lalio",male,15.22,0,0,113803,15.1821,,S
249,1,1,"Coutts, Master. William Loch ""William""",male,30.16,0,0,11774,16.0383,,S
601,1,3,"Dorking, Mr. Edward Arthur",female,,0,2,PC 17477,18.9182,,C
481,1,2,"Sedgwick, Mr. Charles Frederick Waddington",male,23.79,0,0,343120,15.1858,,S
120,1,2,"Perreault, Miss. Anne",male,21.36,0,0,112059,22.0929,,C
647,1,3,"Giglio, Mr. Victor",female,,0,2,113051,22.3858,,S
106,1,1,"Mitkoff, Mr. Mito",male,,0,0,36865,134.0677,D28,
414,1,3,"Svensson, Mr. Johan",male,29.22,0,0,A/5 3540,17.65,,C
197,1,3,"Strandberg, Miss. Ida Sofia",male,19.32,0,0,315093,17.3328,,S
603,1,3,"Balkic, Mr. Cerin",male,34.28,0,1,370371,14.1004,F4,C
81,0,2,"Collander, Mr. Erik Gustaf",female,,1,0,113056,22.397,C46,Q
646,1,3,"Nysveen, Mr. Johan Hansen",male,29.85,0,0,CA 2144,95.1955,,S
531,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",male,61.88,0,0,330919,6.0818,,S
148,1,1,"Lam, Mr. Len",male,27.3,0,0,244367,10.6512,,C
180,1,3,"Lefebre, Miss. Ida",female,,1,0,PC 17593,11.3757,D,C
176,1,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",male,15.48,0,0,239865,26.2147,,S
25,1,1,"Green, Mr. George Henry",male,29.23,1,0,PC 17572,6.0037,,S
154,1,3,"Dennis, Mr. Samuel",female,26.05,1,0,113501,13.3041,D26,C
492,1,3,"Healy, Miss. Hanora ""Nora""",male,47.46,0,0,113760,38.5036,,S
140,1,3,"Williams, Mr. Leslie",male,29.59,0,0,36864,80.074,,C
862,1,3,"Calderhead, Mr. Edward Pennington",female,,1,0,36865,12.0475,B49,C
656,0,3,"Icard, Miss. Amelie",male,38.46,0,0,2672,30.3436,,S
485,1,1,"Sadlier, Mr. Matthew",female,8.43,0,0,54636,12.4067,A26,Q
89,1,1,"Thayer, Mr. John Borland",male,27.02,0,0,CA. 2343,6.0204,,S
799,1,2,"Jenkin, Mr. Stephen Curnow",male,42.67,0,0,27042,16.3467,,S
510,1,1,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",male,16.59,0,0,112058,7.8433,C83,S
585,1,1,"Hansen, Mr. Claus Peter",male,24.58,1,1,C.A. 33111,15.49,,S
43,1,3,"Morley, Mr. William",male,28.99,0,0,PC 17601,19.3228,,C
198,1,2,"Ford, Mrs. Edward (Margaret Ann Watson)",male,29.84,0,0,13507,187.484,,C
255,1,2,"Silverthorne, Mr. Spencer Victor",male,26.97,0,0,113760,10.7529,B38,S
1,1,3,"Carrau, Mr. Francisco M",male,19.08,0,0,3101295,10.7509,,S
375,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",male,,1,2,PC 17601,8.1507,,S
622,1,3,"de Pelsmaeker, Mr. Alfons",female,30.63,2,0,PC 17757,1.2436,,Q
131,1,2,"Windelov, Mr. Einar",male,35.04,0,0,2665,2.9572,C23 C25 C27,S
1,1,2,"Montvila, Rev. Juozas",male,19.65,1,0,347089,53.4772,,C
56,1,2,"Harper, Mr. Henry Sleeper",male,42.62,1,0,SC/Paris 2123,35.9559,A10,S
714,1,1,"Carlsson, Mr. Frans Olof",male,9.11,2,1,349909,22.5835,,C
670,1,3,"Sage, Miss. Stella Anna",male,30.17,0,0,36928,11.8084,,S
755,1,1,"Lahoud, Mr. Sarkis",female,,0,0,SC 1748,23.9292,,C
731,1,3,"Frost, Mr. Anthony Wood ""Archie""",male,19.17,0,1,C 17369,9.9191,,S
741,1,3,"Samaan, Mr. Youssef",female,23.36,1,0,CA. 2343,13.1912,,C
45,0,2,"Padro y Manent, Mr. Julian",female,,1,0,A.5. 18509,56.3723,F33,S
32,1,3,"Sharp, Mr. Percival James R",male,30.9,0,0,PC 17572,16.8399,,S
634,1,1,"Kassem, Mr. Fared",female,58.16,0,0,330931,38.0673,,S
355,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",male,28.32,0,0,370371,7.3608,,S
708,1,3,"Wiseman, Mr. Phillippe",male,24.13,0,0,35273,22.7299,E40,S
76,1,3,"Cacic, Mr. Luka",male,28.31,2,0,13507,34.1071,B20,S
215,1,3,"Youseff, Mr. Gerious",male,20.69,3,0,9234,97.0772,,Q
621,1,3,"Klaber, Mr. Herman",female,22.37,0,2,SOTON/OQ 392082,5.4245,,Q
372,1,3,"Elias, Mr. Tannous",female,18.92,1,0,17453,75.0081,,S
30,1,1,"Thorneycroft, Mrs. Percival (Florence Kate White)",male,,0,1,17421,16.2852,,S
305,1,3,"Newell, Mr. Arthur Webster",male,24.9,1,0,C.A. 29395,11.6122,,S
482,1,1,"Asim, Mr. Adola",male,23.66,0,0,PC 17318,18.7519,,C
239,1,3,"Smith, Mr. Richard William",male,20.47,0,0,112379,10.1595,B5,C
336,1,3,"Bateman, Rev. Robert James",male,32.66,0,0,SC/AH 3085,108.0014,B5,
698,1,3,"Osman, Mrs. Mara",female,18.28,1,0,370373,3.8074,,S
352,0,3,"Taussig, Miss. Ruth",male,28.82,0,0,3101295,70.1228,,S
406,1,1,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",male,39.19,0,0,36928,7.5814,D35,C
383,1,3,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",male,20.48,0,0,347073,14.9638,,S
232,1,1,"Holverson, Mr. Alexander Oskar",male,11.56,0,1,372622,7.1992,D30,C
164,1,2,"Hakkarainen, Mr. Pekka Pietari",male,28.69,0,0,250644,33.6136,C83,Q
160,1,1,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,24.17,0,0,PC 17572,8.3378,,S
292,0,2,"Giglio, Mr. Victor",male,32.21,1,0,36209,10.8452,B82 B84,C
655,1,1,"Morrow, Mr. Thomas Rowan",male,24.79,1,1,F.C.C. 13529,21.1327,,C
656,1,3,"Williams, Mr. Charles Eugene",male,42.53,0,0,239853,16.7551,,S
78,0,1,"Coxon, Mr. Daniel",male,25.45,0,0,113784,5.538,,S
1,1,3,"Nakid, Mr. Sahid",male,,0,0,3101278,12.9803,F4,S
526,1,2,"Leader, Dr. Alice (Farnham)",female,,0,0,11752,7.635,,S
105,1,2,"Hickman, Mr. Lewis",male,27.0,1,2,WE/P 5735,16.9306,,C
299,1,3,"Smith, Miss. Marion Elsie",female,32.2,0,0,PC 17569,7.8791,C83,S
626,1,1,"Scanlan, Mr. James",female,,2,2,A/5 21173,51.7058,D28,S
661,0,2,"Vander Planke, Mr. Leo Edmondus",male,23.67,0,0,230080,16.4091,,S
482,1,1,"Widener, Mr. Harry Elkins",male,28.56,0,1,3101267,10.4725,,C
267,1,3,"Barton, Mr. David John",male,30.09,0,0,243847,16.9246,,S
1,1,2,"Boulos, Mr. Hanna",female,,0,0,376564,0.0,,C
191,1,3,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",male,29.79,0,0,13568,23.549,,Q
144,1,2,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",male,16.88,0,0,334912,26.0867,,S
312,1,3,"Pengelly, Mr. Frederick William",male,29.77,1,0,2699,39.7943,,C
235,1,1,"Asplund, Master. Edvin Rojj Felix",male,8.19,0,0,370376,16.6113,,S
335,1,1,"Panula, Mr. Jaako Arnold",male,30.03,1,1,29105,12.7504,,S
570,1,1,"Richards, Master. George Sibley",male,17.6,0,0,SOTON/O2 3101287,9.9453,C78,C
381,1,1,"Keefe, Mr. Arthur",male,32.83,0,0,370372,9.0161,D6,C
61,1,2,"Kenyon, Mrs. Frederick R (Marion)",male,,0,1,113781,6.1146,,S
549,1,1,"Beane, Mrs. Edward (Ethel Clarke)",female,,0,0,PC 17572,3.6742,,C
795,1,3,"Harper, Miss. Annie Jessie ""Nina""",female,43.81,0,1,S.O./P.P. 3,3.992,,S
648,1,3,"Troupiansky, Mr. Moses Aaron",female,,0,0,STON/O2. 3101290,37.7318,D47,C
248,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",male,63.68,1,0,248740,65.2466,E101,
529,1,3,"Mellinger, Miss. Madeleine Violet",male,23.12,0,0,110465,17.1616,,C
615,1,3,"Eustis, Miss. Elizabeth Mussey",male,73.01,0,0,F.C.C. 13531,9.5247,,S
60,1,3,"Haas, Miss. Aloisia",female,9.34,1,0,28228,9.5501,B35,C
123,1,3,"Yasbeck, Mr. Antoni",male,21.23,0,0,PC 17572,96.8969,,S
603,1,3,"Gallagher, Mr. Martin",male,15.98,0,0,C.A./SOTON 34068,2.9351,,C
669,0,3,"Baclini, Miss. Helene Barbara",male,30.46,0,0,S.O.P. 1166,9.2784,,C
